,Name,smile,BA_pct,label1,label2,label3a,label3b
1026,anidulafungin,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)NC4CC(O)C(O)N=C(O)C5C(O)C(C)CN5C(=O)C(C(C)O)N=C(O)C(C(O)C(O)c5ccc(O)cc5)N=C(O)C5CC(O)CN5C(=O)C(C(C)O)N=C4O)cc3)cc2)cc1,2.0,low,very low,very low,very low
1027,isovaleramide,CC(C)CC(=N)O,80.0,high,high,high,high
1028,penicillamine,CC(C)(S)C(N)C(=O)O,50.0,moderate,low,moderate,moderate
1029,acamprosate,CC(O)=NCCCS(=O)(=O)O,11.0,low,very low,very low,very low
1030,alafosfalin,CC(N)C(O)=NC(C)P(=O)(O)O,50.0,moderate,low,moderate,moderate
1031,Olpadronic acid,CN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,2.0,low,very low,very low,very low
1032,allopurinol,Oc1ncnc2n[nH]cc12,53.0,moderate,high,moderate,moderate
1033,mercaptopurine,Sc1ncnc2[nH]cnc12,12.0,low,very low,very low,very low
1034,pyrazinamide,N=C(O)c1cnccn1,90.0,high,very high,very high,very high
1035,thioguanine,N=c1nc(S)c2nc[nH]c2[nH]1,30.0,low,low,low,low
1036,pentaerythritol_tetranitrate,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],60.0,moderate,high,moderate,moderate
1037,methazolamide,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,100.0,high,very high,very high,very high
1038,carmustine,O=NN(CCCl)C(O)=NCCCl,11.5,low,very low,very low,very low
1039,tiopronin,CC(S)C(O)=NCC(=O)O,63.0,moderate,high,high,high
1040,acetylcysteine,CC(O)=NC(CS)C(=O)O,5.0,low,very low,very low,very low
1041,piracetam,N=C(O)CN1CCCC1=O,100.0,high,very high,very high,very high
1042,oxiracetam,N=C(O)CN1CC(O)CC1=O,75.0,high,high,high,high
1043,vigabatrin,C=CC(N)CCC(=O)O,99.0,high,very high,very high,very high
1044,cystemustine,CS(=O)(=O)CCN=C(O)N(CCCl)N=O,50.0,moderate,low,moderate,moderate
1045,eflornithine,NCCCC(N)(C(=O)O)C(F)F,55.0,moderate,high,moderate,moderate
1046,dextrose,O=CC(O)C(O)C(O)C(O)CO,99.0,high,very high,very high,very high
1047,glucosamine,NC1C(O)OC(CO)C(O)C1O,26.0,low,low,low,low
1048,l-arginine,N=C(N)NCCCC(N)C(=O)O,68.0,high,high,high,high
1049,mannitol,OCC(O)C(O)C(O)C(O)CO,7.0,low,very low,very low,very low
1050,busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,70.0,high,high,high,high
1051,treosulfan,CS(=O)(=O)OCC(O)C(O)COS(C)(=O)=O,97.0,high,very high,very high,very high
1052,nicotinic acid,O=C(O)c1cccnc1,60.0,moderate,high,moderate,moderate
1053,acipimox,Cc1cnc(C(=O)O)c[n+]1[O-],90.0,high,very high,very high,very high
1054,temozolomide,Cn1nnc2c(C(=N)O)[nH]nc2c1=O,96.0,high,very high,very high,very high
1055,amiloride,N=C(N)N=C(O)c1nc(Cl)c(N)nc1N,50.0,moderate,low,moderate,moderate
1056,clomethiazole,Cc1ncsc1CCCl,25.0,low,low,low,low
1057,isosorbide_dinitrate,O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,22.0,low,low,low,low
1058,vitamin,O=C1C(O)=C(O)OC1C(O)CO,99.0,high,very high,very high,very high
1059,metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,99.0,high,very high,very high,very high
1060,isosorbide-5-mononitrate,O=[N+]([O-])OC1COC2C(O)COC12,93.0,high,very high,very high,very high
1061,ornidazole,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,97.0,high,very high,very high,very high
1062,carbimazole,CCOC(=O)n1ccn(C)c1=S,0.0,low,very low,very low,very low
1063,secnidazole,Cc1ncc([N+](=O)[O-])n1CC(C)O,99.0,high,very high,very high,very high
1064,misonidazole,COCC(O)Cn1ccnc1[N+](=O)[O-],91.0,high,very high,very high,very high
1065,ethosuximide,CCC1(C)CC(O)=NC1=O,93.0,high,very high,very high,very high
1066,risedronate,O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,1.0,low,very low,very low,very low
1067,ifosfamide,O=P1(NCCCl)OCCCN1CCCl,92.0,high,very high,very high,very high
1068,cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,74.0,high,high,high,high
1069,levocarnitine,C[N+](C)(C)CC(O)CC(=O)[O-],15.0,low,very low,very low,very low
1070,saccharin,O=S1(=O)N=C(O)c2ccccc21,84.0,high,very high,very high,very high
1071,chlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,13.0,low,very low,very low,very low
1072,salicylic_acid,O=C(O)c1ccccc1O,99.0,high,very high,very high,very high
1073,salicylamide,N=C(O)c1ccccc1O,10.0,low,very low,very low,very low
1074,mesalazine,Nc1ccc(O)c(C(=O)O)c1,25.0,low,low,low,low
1075,theobromine,Cn1cnc2c1c(O)nc(=O)n2C,80.0,high,high,high,high
1076,theobromine,Cn1c2ncnc-2c([O-])n(C)c1=O,20.0,low,very low,low,low
1077,theophylline,Cn1c(=O)c2nc[nH]c2n(C)c1=O,96.0,high,very high,very high,very high
1078,tiludronate,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,6.0,low,very low,very low,very low
1079,ethionamide,CCc1cc(C(=N)S)ccn1,80.0,high,high,high,high
1080,caffeine,Cn1c(=O)c2c(ncn2C)n(C)c1=O,98.0,high,very high,very high,very high
1081,enprofylline,CCCn1c(=O)nc(O)c2nc[nH]c21,85.0,high,very high,very high,very high
1082,dotc,N=c1ccn(C2COC(CO)S2)c(O)n1,80.0,high,high,high,high
1083,troxacitabine,N=c1ccn(C2COC(CO)O2)c(O)n1,0.0,low,very low,very low,very low
1084,acyclovir,N=c1nc(O)c2ncn(COCCO)c2[nH]1,22.5,low,low,low,low
1085,dopamine,NCCc1ccc(O)c(O)c1,76.0,high,high,high,high
1086,norfenefrine,NCC(O)c1ccc(O)cc1,5.0,low,very low,very low,very low
1087,octopamine,NCC(O)c1cccc(O)c1,5.0,low,very low,very low,very low
1088,betahistine,CNCCc1ccccn1,100.0,high,very high,very high,very high
1089,decitabine,N=c1ncn(C2CC(O)C(CO)O2)c(O)n1,0.0,low,very low,very low,very low
1090,ribavirin,NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,60.0,moderate,high,moderate,moderate
1091,azacytidine,N=c1ncn(C2OC(CO)C(O)C2O)c(O)n1,18.0,low,very low,very low,very low
1092,adefovir,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,12.0,low,very low,very low,very low
1093,lamivudine,N=C1CCN(C2CSC(CO)O2)C(O)=N1,86.0,high,very high,very high,very high
1094,arecoline,COC(=O)C1=CCCN(C)C1,0.0,low,very low,very low,very low
1095,levetiracetam,CCC(C(=N)O)N1CCCC1=O,100.0,high,very high,very high,very high
1096,cidofovir,N=c1ccn(CC(CO)OCP(=O)(O)O)c(O)n1,5.0,low,very low,very low,very low
1097,streptozocin,CN(N=O)C(O)=NC1C(O)OC(CO)C(O)C1O,21.0,low,low,low,low
1098,famotidine,N=C(N)Nc1nc(CSCCC(=N)NS(N)(=O)=O)cs1,42.0,moderate,low,moderate,moderate
1099,valproic_acid,CCCC(CCC)C(=O)O,99.0,high,very high,very high,very high
1100,depamide,CCCC(CCC)C(=N)O,68.0,high,high,high,high
1101,pregabalin,CC(C)CC(CN)CC(=O)O,90.0,high,very high,very high,very high
1102,miglitol,OCCN1CC(O)C(O)C(O)C1CO,60.0,moderate,high,moderate,moderate
1103,incadronate,O=P([O-])([O-])C(NC1CCCCCC1)P(=O)(O)O,1.0,low,very low,very low,very low
1104,penclomedine,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,49.0,moderate,low,moderate,moderate
1105,nitrofurantoin,O=C1N=C(O)CN1N=Cc1ccc([N+](=O)[O-])o1,87.0,high,very high,very high,very high
1106,diazoxide,CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,90.0,high,very high,very high,very high
1107,guanabenz,N=C(N)NN=Cc1c(Cl)cccc1Cl,75.0,high,high,high,high
1108,zonisamide,NS(=O)(=O)Cc1noc2ccccc12,49.0,moderate,low,moderate,moderate
1109,tegafur,O=c1nc(O)c(F)cn1C1CCCO1,80.0,high,high,high,high
1110,nicorandil,O=[N+]([O-])OCCN=C(O)c1cccnc1,75.0,high,high,high,high
1111,acetaminophen,CC(O)=Nc1ccc(O)cc1,88.0,high,very high,very high,very high
1112,clavulanic_acid,O=C(O)C1C(=CCO)OC2CC(=O)N21,75.0,high,high,high,high
1113,carisbamate,N=C(O)OCC(O)c1ccccc1Cl,94.0,high,very high,very high,very high
1114,elvucitabine,N=c1nc(O)n(C2C=CC(CO)O2)cc1F,41.0,moderate,low,moderate,moderate
1115,ethoxzolamide,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,65.0,moderate,high,high,high
1116,gemcitabine,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(O)n1,10.0,low,very low,very low,very low
1117,fiacitabine,N=c1nc(O)n(C2OC(CO)C(O)C2F)cc1I,80.0,high,high,high,high
1118,doxifluridine,CC1OC(n2cc(F)c(O)nc2=O)C(O)C1O,40.0,moderate,low,moderate,moderate
1119,floxuridine,O=c1nc(O)c(F)cn1C1CC(O)C(CO)O1,90.0,high,very high,very high,very high
1120,tranylcypromine,NC1CC1c1ccccc1,50.0,moderate,low,moderate,moderate
1121,levodopa,NC(Cc1ccc(O)c(O)c1)C(=O)O,41.0,moderate,low,moderate,moderate
1122,droxidopa,NC(C(=O)O)C(O)c1ccc(O)c(O)c1,90.0,high,very high,very high,very high
1123,moxonidine,COc1nc(C)nc(Cl)c1NC1=NCCN1,88.0,high,very high,very high,very high
1124,emtricitabine,N=c1nc(O)n(C2CCC(CO)O2)cc1F,93.0,high,very high,very high,very high
1125,pidotimod,O=C(O)C1CSCN1C(=O)C1CCC(O)=N1,45.0,moderate,low,moderate,moderate
1126,prothionamide,CCCc1cc(C(=N)S)ccn1,100.0,high,very high,very high,very high
1127,dextroamphetamine,CC(N)Cc1ccccc1,75.0,high,high,high,high
1128,pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,7.6,low,very low,very low,very low
1129,cytarabine,N=c1ccn(C2OC(CO)C(O)C2O)c(O)n1,20.0,low,very low,low,low
1130,mizoribine,NC(=O)c1ncn(C2OC(CO)C(O)C2O)c1O,12.0,low,very low,very low,very low
1131,gepefrine,CC(N)Cc1cccc(O)c1,90.0,high,very high,very high,very high
1132,phenylpropanolamine,CC(N)C(O)c1ccccc1,95.0,high,very high,very high,very high
1133,phenylephrine,CNCC(O)c1ccc(O)cc1,35.0,moderate,low,low,low
1134,phenylephrine,CNCC(O)c1cccc(O)c1,35.0,moderate,low,low,low
1135,minoxidil,N=c1[nH]c(N2CCCCC2)cc[n+]1[O-],95.0,high,very high,very high,very high
1136,molsidomine,CCOC(=O)Nc1c[n+](N2CCOCC2)no1,50.0,moderate,low,moderate,moderate
1137,acadesine,N=C(O)c1ncn(C2OC(CO)C(O)C2O)c1N,5.0,low,very low,very low,very low
1138,tenofovir,CC(Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,25.0,low,low,low,low
1139,captopril,CC(CS)C(=O)N1CCCC1C(=O)O,69.0,high,high,high,high
1140,lomustine,O=NN(CCCl)C(O)=NC1CCCCC1,100.0,high,very high,very high,very high
1141,gabapentin,NCC1(CC(=O)O)CCCCC1,60.0,moderate,high,moderate,moderate
1142,acetylcarnitine,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,10.0,low,very low,very low,very low
1143,trofosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,99.0,high,very high,very high,very high
1144,ibandronate,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,1.0,low,very low,very low,very low
1145,clioquinol,Oc1c(I)cc(Cl)c2cccnc12,11.0,low,very low,very low,very low
1146,iodoquinol,Oc1c(I)cc(I)c2cccnc12,8.0,low,very low,very low,very low
1147,coumarin,O=c1ccc2ccccc2o1,3.0,low,very low,very low,very low
1148,lamotrigine,N=c1nnc(-c2cccc(Cl)c2Cl)c(N)[nH]1,98.0,high,very high,very high,very high
1149,azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12,60.0,moderate,high,moderate,moderate
1150,tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,21.0,low,low,low,low
1151,aspirin,CC(=O)Oc1ccccc1C(=O)O,68.0,high,high,high,high
1152,clonidine,Clc1cccc(Cl)c1NC1=NCCN1,95.0,high,very high,very high,very high
1153,guanfacine,N=C(N)N=C(O)Cc1c(Cl)cccc1Cl,81.0,high,very high,high,high
1154,diloxanide,CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,90.0,high,very high,very high,very high
1155,clodronate,O=P([O-])([O-])C(Cl)(Cl)P(=O)(O)O,1.0,low,very low,very low,very low
1156,hydroxyurea,N=C(O)NO,79.0,high,high,high,high
1157,baclofen,NC(CCC(=O)O)c1ccc(Cl)cc1,70.0,high,high,high,high
1158,norfenfluramine,CC(N)Cc1cccc(C(F)(F)F)c1,85.0,high,very high,very high,very high
1159,stavudine,Cc1cn(C2C=CC(CO)O2)c(=O)nc1O,82.0,high,very high,very high,high
1160,chlorpropamide,CCCN=C(O)NS(=O)(=O)c1ccc(Cl)cc1,95.0,high,very high,very high,very high
1161,sulthiame,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,73.0,high,high,high,high
1162,ganciclovir,N=c1nc(O)c2ccn(COC(CO)CO)c2[nH]1,4.0,low,very low,very low,very low
1163,trapidil,CCN(CC)c1cc(C)nc2ncnn12,96.0,high,very high,very high,very high
1164,rilmenidine,C1COC(NC(C2CC2)C2CC2)=N1,100.0,high,very high,very high,very high
1165,cimetidine,CN=C(NC#N)NCCSCc1[nH]cnc1C,60.0,moderate,high,moderate,moderate
1166,guanadrel,N=C(N)NCC1COC2(CCCCC2)O1,85.0,high,very high,very high,very high
1167,disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,80.0,high,high,high,high
1168,guanethidine,N=C(N)NCCN1CCCCCCC1,20.0,low,very low,low,low
1169,flosequinan,C[NH+]1C=C(S(C)=O)C(=O)c2ccc(F)cc21,72.0,high,high,high,high
1170,flutamide,CC(C)C(O)=Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,90.0,high,very high,very high,very high
1171,piroximone,CCc1nc(O)[nH]c1C(=O)c1ccncc1,81.0,high,very high,high,high
1172,sulfapyridine,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,60.0,moderate,high,moderate,moderate
1173,chlormezanone,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,99.0,high,very high,very high,very high
1174,sulfamerazine,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,81.0,high,very high,high,high
1175,butalbital,C=CCC1(CC(C)C)C(O)=NC(=O)N=C1O,60.0,moderate,high,moderate,moderate
1176,amobarbital,CCC1(CCC(C)C)C(O)=NC(=O)N=C1O,95.0,high,very high,very high,very high
1177,neramexane,CC1(C)CC(C)(C)CC(C)(N)C1,90.0,high,very high,very high,very high
1178,thiocyanate,S=C=Nc1cccc2ccccc12,99.0,high,very high,very high,very high
1179,azosemide,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,10.0,low,very low,very low,very low
1180,primidone,CCC1(c2ccccc2)C(O)=NCN=C1O,92.0,high,very high,very high,very high
1181,sulfamethazine,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,86.5,high,very high,very high,very high
1182,procarbazine,CNNCc1ccc(C(=O)NC(C)C)cc1,100.0,high,very high,very high,very high
1183,memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,99.0,high,very high,very high,very high
1184,leflunomide,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,80.0,high,high,high,high
1185,milrinone,Cc1nc(O)c(C#N)cc1-c1ccncc1,86.0,high,very high,very high,very high
1186,ethacrynic,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,50.0,moderate,low,moderate,moderate
1187,nimesulide,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,70.0,high,high,high,high
1188,brodimoprim,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1Br,80.0,high,high,high,high
1189,dexmedetomidine,Cc1cccc(C(C)c2cnc[nH]2)c1C,20.0,low,very low,low,low
1190,oxantel,CN1CCCN=C1C=Cc1cccc(O)c1,10.0,low,very low,very low,very low
1191,melatonin,COc1ccc2c(c1)C(CCN=C(C)O)C=N2,12.0,low,very low,very low,very low
1192,aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,100.0,high,very high,very high,very high
1193,metamizol,Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,85.0,high,very high,very high,very high
1194,procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.0,low,very low,very low,very low
1195,toliprolol,Cc1cccc(OCC(O)CNC(C)C)c1,90.0,high,very high,very high,very high
1196,timolol,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,61.0,moderate,high,moderate,moderate
1197,dantrolene,O=C1N=C(O)CN1N=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1,70.0,high,high,high,high
1198,meclofenamic,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,60.0,moderate,high,moderate,moderate
1199,meclofenamic,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,60.0,moderate,high,moderate,moderate
1200,suprofen,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,90.0,high,very high,very high,very high
1201,naproxen,COc1ccc2cc(C(C)C(=O)O)ccc2c1,99.0,high,very high,very high,very high
1202,brofaromine,COc1cc(Br)c2oc(C3CCNCC3)cc2c1,90.0,high,very high,very high,very high
1203,frovatriptan,CNC1CCc2[nH]c3ccc(C(=N)O)cc3c2C1,27.0,low,low,low,low
1204,physostigmine,CN=C(O)Oc1ccc2c(c1)C1CCN(C)C1N2C,10.0,low,very low,very low,very low
1205,methapyrilene,CN(C)CCN(Cc1cccs1)c1ccccn1,20.0,low,very low,low,low
1206,methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1,22.0,low,low,low,low
1207,clopamide,CC1CCCC(C)N1N=C(O)c1ccc(Cl)c(S(N)(=O)=O)c1,85.0,high,very high,very high,very high
1208,rivastigmine,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,72.0,high,high,high,high
1209,valganciclovir,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(O)nc(=N)[nH]c21,61.0,moderate,high,moderate,moderate
1210,oxazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,97.0,high,very high,very high,very high
1211,oxazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,97.0,high,very high,very high,very high
1212,bromfenac,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,67.0,high,high,high,high
1213,carbamazepine,N=C(O)N1c2ccccc2C=Cc2ccccc21,70.0,high,high,high,high
1214,idronoxil,Oc1ccc(C2=Cc3ccc(O)cc3OC2)cc1,1.0,low,very low,very low,very low
1215,oxcarbazepine,N=C1Cc2ccccc2N(C(=N)O)c2ccccc21,95.0,high,very high,very high,very high
1216,bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,90.0,high,very high,very high,very high
1217,mefenamic,Cc1cccc(Nc2ccccc2C(=O)O)c1C,50.0,moderate,low,moderate,moderate
1218,flupirtine,CCOC(O)=Nc1ccc(=NCc2ccc(F)cc2)[nH]c1N,90.0,high,very high,very high,very high
1219,enoxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,87.0,high,very high,very high,very high
1220,cefmetazole,COC1(N=C(O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,80.0,high,high,high,high
1221,raclopride,CCN1CCCC1CN=C(O)c1c(O)c(Cl)cc(Cl)c1OC,65.0,moderate,high,high,high
1222,gliclazide,Cc1ccc(S(=O)(=O)NC(O)=NN2CC3CCCC3C2)cc1,97.0,high,very high,very high,very high
1223,mepivacaine,Cc1cccc(C)c1N=C(O)C1CCCCN1C,55.0,moderate,high,moderate,moderate
1224,artemisinin,CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,50.0,moderate,low,moderate,moderate
1225,ciramadol,CN(C)C(c1cccc(O)c1)C1CCCCC1O,82.0,high,very high,very high,high
1226,doripenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(CNS(N)(=O)=O)C3)C(C)C12,0.0,low,very low,very low,very low
1227,fluindione,O=C1c2ccccc2C(=O)C1c1ccc(F)cc1,80.0,high,high,high,high
1228,clorazepate,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2N=C1O,91.0,high,very high,very high,very high
1229,flunitrazepam,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,80.0,high,high,high,high
1230,mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,93.0,high,very high,very high,very high
1231,temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,75.0,high,high,high,high
1232,voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,96.0,high,very high,very high,very high
1233,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,90.0,high,very high,very high,very high
1234,azidocillin,CC1(C)SC2C(N=C(O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)O,57.0,moderate,high,moderate,moderate
1235,sulbenicillin,CC1(C)SC2C(N=C(O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,0.0,low,very low,very low,very low
1236,piribedil,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,10.0,low,very low,very low,very low
1237,cefroxadine,COC1=C(C(=O)O)N2C(=O)C(N=C(O)C(N)C3=CCC=CC3)C2SC1,100.0,high,very high,very high,very high
1238,medifoxamine,CN(C)CC(Oc1ccccc1)Oc1ccccc1,21.0,low,low,low,low
1239,pheniramine,CN(C)CCC(c1ccccc1)c1ccccn1,99.0,high,very high,very high,very high
1240,remoxipride,CCN1CCCC1CN=C(O)c1c(OC)ccc(Br)c1OC,90.0,high,very high,very high,very high
1241,carteolol,CC(C)(C)NCC(O)COc1cccc2c1CCC(O)=N2,88.0,high,very high,very high,very high
1242,xamoterol,OC(=NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,7.0,low,very low,very low,very low
1243,tramadol,COc1cccc(C2(O)CCCCC2CN(C)C)c1,72.5,high,high,high,high
1244,cilastatin,CC1(C)CC1C(O)=NC(=CCCCCSCC(N)C(=O)O)C(=O)O,0.0,low,very low,very low,very low
1245,ponalrestat,O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12,90.0,high,very high,very high,very high
1246,alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,88.0,high,very high,very high,very high
1247,roflumilast,O=C(N=c1c(Cl)c[nH]cc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,62.0,moderate,high,moderate,high
1248,etizolam,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,87.0,high,very high,very high,very high
1249,cefixime,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NC(=O)CC(=O)O)c3c[nH]c(=N)s3)C2SC1,50.0,moderate,low,moderate,moderate
1250,indoprofen,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,100.0,high,very high,very high,very high
1251,clinafloxacin,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,90.0,high,very high,very high,very high
1252,ondansetron,Cn1c2c(c3ccccc31)C(=O)C(Cn1ccnc1)CC2,62.0,moderate,high,moderate,high
1253,fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,60.0,moderate,high,moderate,moderate
1254,ciprofloxacin,O=C(O)c1cn(C2CC2)c2nc(N3CCCCC3)c(F)cc2c1=O,60.0,moderate,high,moderate,moderate
1255,rufloxacin,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,70.0,high,high,high,high
1256,piretanide,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,92.0,high,very high,very high,very high
1257,alosetron,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O,55.0,moderate,high,moderate,moderate
1258,omeprazole,COc1ccc2nc(S(=O)Cc3[nH+]cc(C)c(OC)c3C)[nH]c2c1,53.0,moderate,high,moderate,moderate
1259,morphine,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,24.0,low,low,low,low
1260,meticillin,COc1cccc(OC)c1C(O)=NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,low,very low,very low,very low
1261,diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,72.0,high,high,high,high
1262,phencyclidine,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,72.0,high,high,high,high
1263,almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,70.0,high,high,high,high
1264,levobunolol,CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,75.0,high,high,high,high
1265,trospectomycin,CCCCC1CC(=O)C2(O)OC3C(NC)C(O)C(NC)C(O)C3OC2O1,7.0,low,very low,very low,very low
1266,picosulfate,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,10.0,low,very low,very low,very low
1267,loxapine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,30.0,low,low,low,low
1268,chlorprothixene,CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,41.0,moderate,low,moderate,moderate
1269,felodipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,15.0,low,very low,very low,very low
1270,mianserin,CN1CCN2c3ccccc3Cc3ccccc3C2C1,22.0,low,low,low,low
1271,nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1,11.0,low,very low,very low,very low
1272,hydrocodone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,80.0,high,high,high,high
1273,phenoxybenzamine,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,25.0,low,low,low,low
1274,amosulalol,COc1ccccc1OCCNCC(O)c1ccc(C)cc1S(N)(=O)=O,99.0,high,very high,very high,very high
1275,granisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,60.0,moderate,high,moderate,moderate
1276,prucalopride,COCCCN1CCC(N=C(O)c2cc(Cl)c(N)c3c2OCC3)CC1,90.0,high,very high,very high,very high
1277,glibornuride,Cc1ccc(S(=O)(=O)NC(O)=NC2C3CCC(C)(C2O)C3(C)C)cc1,91.0,high,very high,very high,very high
1278,bupivacaine,CCCCN1CCCCC1C(O)=Nc1c(C)cccc1C,50.0,moderate,low,moderate,moderate
1279,bambuterol,CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(C(O)CNC(C)(C)C)c1,15.0,low,very low,very low,very low
